index,title_x,media type,show/trilogy,season,episode number,runtime,date watched,my rating,id,show_id,title_y,show_name,release_date,tmdb_rating,processed_rating,cast,actors,genres,character_names,overview,ai_plot_summary,manual_review
259,Steps Into Shadow: Part 1,TV,Rebels,3,1,0:24:00,,,1224349.0,60554.0,Steps Into Shadow,Star Wars Rebels,2016-09-24,8.0,4.0,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'David Oyelowo', 'character': 'Agent Kallus (voice)', 'gender': 'Male'}, {'name': 'Mary Elizabeth McGlynn', 'character': 'Governor Pryce (voice)', 'gender': 'Female'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}, {'name': 'Tom Baker', 'character': 'Bendu (voice)', 'gender': 'Male'}, {'name': 'Derek Partridge', 'character': 'Commander Brom Titus (voice)', 'gender': 'Male'}, {'name': 'Lars Mikkelsen', 'character': 'Grand Admiral Thrawn (voice)', 'gender': 'Male'}, {'name': 'Stephen Stanton', 'character': 'Grand Moff Tarkin (voice)', 'gender': 'Male'}, {'name': 'Nika Futterman', 'character': 'Presence (voice)', 'gender': 'Female'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'David Oyelowo', 'Mary Elizabeth McGlynn', 'Keone Young', 'Tom Baker', 'Derek Partridge', 'Lars Mikkelsen', 'Stephen Stanton', 'Nika Futterman']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Agent Kallus (voice)', 'Governor Pryce (voice)', 'Commander Jun Sato (voice)', 'Bendu (voice)', 'Commander Brom Titus (voice)', 'Grand Admiral Thrawn (voice)', 'Grand Moff Tarkin (voice)', 'Presence (voice)']","Ezra, Sabine, Zeb, Chopper and Hera sets out to rescue Hondo Ohnaka, while Kanan finds an ancient force creature know as The Bendu.",,
260,Steps Into Shadow: Part 2,TV,Rebels,3,2,0:24:00,,,1228085.0,60554.0,The Holocrons of Fate,Star Wars Rebels,2016-10-01,8.4,4.2,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Sam Witwer', 'character': 'Maul (voice)', 'gender': 'Male'}, {'name': 'Tom Baker', 'character': 'Bendu (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Sam Witwer', 'Tom Baker']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Maul (voice)', 'Bendu (voice)']","When Maul takes the crew of the Ghost hostage, Ezra and Kanan must pass a trial in order to recover an ancient Sith artifact to save them.",,
261,The Holocrons of Fate,TV,Rebels,3,3,0:24:00,,,1231820.0,60554.0,The Antilles Extraction,Star Wars Rebels,2016-10-08,7.4,3.7,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}, {'name': 'Corey Burton', 'character': 'Bridge Officer / Instructor Goran / Rake (voice)', 'gender': 'Male'}, {'name': 'Mary Elizabeth McGlynn', 'character': 'Female Civilian / Governor Pryce / TIE Cadet #2 (voice)', 'gender': 'Female'}, {'name': 'Trevor Devall', 'character': 'Hobbie / Rebel Captain / Transport Captain (voice)', 'gender': 'Male'}, {'name': 'Mario Vernazza', 'character': 'Vult Skerris (voice)', 'gender': 'Unknown'}, {'name': 'Nathan Kress', 'character': 'Wedge Antilles (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Keone Young', 'Corey Burton', 'Mary Elizabeth McGlynn', 'Trevor Devall', 'Mario Vernazza', 'Nathan Kress']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Commander Jun Sato (voice)', 'Bridge Officer / Instructor Goran / Rake (voice)', 'Female Civilian / Governor Pryce / TIE Cadet #2 (voice)', 'Hobbie / Rebel Captain / Transport Captain (voice)', 'Vult Skerris (voice)', 'Wedge Antilles (voice)']","With the rebellion in desperate need of pilots, Sabine goes undercover as an Imperial cadet to recruit defectors -- including the confident and gifted Wedge Antilles.",,
262,The Antilles Extraction,TV,Rebels,3,4,0:24:00,,,1228438.0,60554.0,Hera's Heroes,Star Wars Rebels,2016-10-15,7.7,3.85,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Lars Mikkelsen', 'character': 'Grand Admiral Thrawn (voice)', 'gender': 'Male'}, {'name': 'André Sogliuzzo', 'character': 'Captain Slavin (voice)', 'gender': 'Male'}, {'name': 'Robin Atkin Downes', 'character': 'Cham Syndulla / Stormtrooper #1 (voice)', 'gender': 'Male'}, {'name': 'Corey Burton', 'character': 'Gobi Glie (voice)', 'gender': 'Male'}, {'name': 'Catherine Taber', 'character': 'Numa (voice)', 'gender': 'Female'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Lars Mikkelsen', 'André Sogliuzzo', 'Robin Atkin Downes', 'Corey Burton', 'Catherine Taber']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Grand Admiral Thrawn (voice)', 'Captain Slavin (voice)', 'Cham Syndulla / Stormtrooper #1 (voice)', 'Gobi Glie (voice)', 'Numa (voice)']",Hera's rebel supply mission to Ryloth becomes personal when she and the Ghost crew brave overwhelming Imperial forces to recover a memento from her ancestral home.,,
263,Hera's Heroes,TV,Rebels,3,5,0:24:00,,,1233356.0,60554.0,The Last Battle,Star Wars Rebels,2016-10-22,8.0,4.0,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'David Oyelowo', 'character': 'Agent Kallus (voice)', 'gender': 'Male'}, {'name': 'Mary Elizabeth McGlynn', 'character': 'Governor Pryce (voice)', 'gender': 'Female'}, {'name': 'Dee Bradley Baker', 'character': 'Admiral Konstantine / Red Pauldron Trooper / Rex (voice)', 'gender': 'Male'}, {'name': 'Matthew Wood', 'character': 'B1-268 / Battle Droids (voice)', 'gender': 'Male'}, {'name': 'Gregg Berger', 'character': 'Kalani (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'David Oyelowo', 'Mary Elizabeth McGlynn', 'Dee Bradley Baker', 'Matthew Wood', 'Gregg Berger']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Agent Kallus (voice)', 'Governor Pryce (voice)', 'Admiral Konstantine / Red Pauldron Trooper / Rex (voice)', 'B1-268 / Battle Droids (voice)', 'Kalani (voice)']","On a salvage mission led by Captain Rex, the Ghost crew is captured by a unit of old battle droids determined to fight one last battle to end the Clone Wars.",,
264,The Last Battle,TV,Rebels,3,6,0:24:00,,,1236897.0,60554.0,Imperial Supercommandos,Star Wars Rebels,2016-11-05,7.6,3.8,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}, {'name': 'Kevin McKidd', 'character': 'Commander Sato (voice)', 'gender': 'Male'}, {'name': 'Ray Stevenson', 'character': 'Gar Saxon (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Keone Young', 'Kevin McKidd', 'Ray Stevenson']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Commander Jun Sato (voice)', 'Commander Sato (voice)', 'Gar Saxon (voice)']","Having lost contact with the Protectors of Concord Dawn, Sabine, Ezra, and Fenn Rau investigate and find the base occupied by Imperial Mandalorians.",,
265,Imperial Supercommandos,TV,Rebels,3,7,0:24:00,,,1241553.0,60554.0,Iron Squadron,Star Wars Rebels,2016-11-19,6.3,3.15,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Admiral Konstantine / Rex (voice)', 'gender': 'Male'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}, {'name': 'Lars Mikkelsen', 'character': 'Grand Admiral Thrawn (voice)', 'gender': 'Male'}, {'name': 'Meredith Anne Bull', 'character': 'Gooti Terez (voice)', 'gender': 'Female'}, {'name': 'Eric Lopez', 'character': 'Jonner Jin (voice)', 'gender': 'Male'}, {'name': 'Zachary Gordon', 'character': 'Mart Mattin (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Dee Bradley Baker', 'Keone Young', 'Lars Mikkelsen', 'Meredith Anne Bull', 'Eric Lopez', 'Zachary Gordon']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Admiral Konstantine / Rex (voice)', 'Commander Jun Sato (voice)', 'Grand Admiral Thrawn (voice)', 'Gooti Terez (voice)', 'Jonner Jin (voice)', 'Mart Mattin (voice)']","Ezra and Sabine team up to tame a rogue, young hotshot pilot and his crew who recklessly risk their lives in a fight to defend their home world from Imperial occupation.",,
266,Iron Squadron,TV,Rebels,3,8,0:24:00,,,1236945.0,60554.0,The Wynkahthu Job,Star Wars Rebels,2016-11-26,6.6,3.3,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'James Hong', 'character': 'Azmorigan (voice)', 'gender': 'Male'}, {'name': 'Jim Cummings', 'character': 'Hondo Ohnaka (voice)', 'gender': 'Male'}, {'name': 'Stephen Stanton', 'character': 'Mart Mattin (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Melch (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'James Hong', 'Jim Cummings', 'Stephen Stanton', 'Dee Bradley Baker']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Azmorigan (voice)', 'Hondo Ohnaka (voice)', 'Mart Mattin (voice)', 'Melch (voice)']","The rebels team with a pair of unscrupulous pirates to salvage a freighter full of weapons for the rebellion, but the mission ends up being far more dangerous than anticipated.",,
267,The Wynkahthu Job,TV,Rebels,3,9,0:24:00,,,1240560.0,60554.0,An Inside Man,Star Wars Rebels,2016-12-03,7.8,3.9,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'David Oyelowo', 'character': 'Agent Kallus (voice)', 'gender': 'Male'}, {'name': 'Mary Elizabeth McGlynn', 'character': 'Governor Pryce (voice)', 'gender': 'Female'}, {'name': 'Lars Mikkelsen', 'character': 'Grand Admiral Thrawn (voice)', 'gender': 'Male'}, {'name': 'Clancy Brown', 'character': 'Factory Worker / Ryder Azadi / Stormtrooper Commander (voice)', 'gender': 'Male'}, {'name': ""Liam O'Brien"", 'character': 'Lt. Lyste / Morad Sumar (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Old Jho / Stormtrooper #1 / Stormtrooper #2 (voice)', 'gender': 'Male'}, {'name': 'Bonnie Wild', 'character': 'Imperial Female PA (voice)', 'gender': 'Female'}, {'name': 'David Acord', 'character': 'Imperial Male PA (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'David Oyelowo', 'Mary Elizabeth McGlynn', 'Lars Mikkelsen', 'Clancy Brown', ""Liam O'Brien"", 'Dee Bradley Baker', 'Bonnie Wild', 'David Acord']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Agent Kallus (voice)', 'Governor Pryce (voice)', 'Grand Admiral Thrawn (voice)', 'Factory Worker / Ryder Azadi / Stormtrooper Commander (voice)', 'Lt. Lyste / Morad Sumar (voice)', 'Old Jho / Stormtrooper #1 / Stormtrooper #2 (voice)', 'Imperial Female PA (voice)', 'Imperial Male PA (voice)']","Seeking information on a new Imperial weapon, Ezra and Kanan infiltrate the Imperial factory on Lothal, but must trust an unlikely ally to escape a lockdown.",,
268,An Inside Man,TV,Rebels,3,10,0:24:00,,,1244907.0,60554.0,Visions and Voices,Star Wars Rebels,2016-12-10,8.5,4.25,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Sam Witwer', 'character': 'Maul (voice)', 'gender': 'Male'}, {'name': 'Anna Graves', 'character': 'Nighsister Ghost Sabine', 'gender': 'Female'}, {'name': 'Meredith Salenger', 'character': 'Nightsister Ghost Kanan', 'gender': 'Female'}, {'name': 'Stephen Stanton', 'character': 'AP-5 (voice)', 'gender': 'Male'}, {'name': 'Tom Baker', 'character': 'Bendu (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Sam Witwer', 'Anna Graves', 'Meredith Salenger', 'Stephen Stanton', 'Tom Baker']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Maul (voice)', 'Nighsister Ghost Sabine', 'Nightsister Ghost Kanan', 'AP-5 (voice)', 'Bendu (voice)']","Maul returns, looking to finally unlock the secrets that he and Ezra desire.",,
269,Visions and Voices,TV,Rebels,3,11,0:24:00,,,1248327.0,60554.0,Ghosts of Geonosis (1),Star Wars Rebels,2017-01-07,7.8,3.9,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Forest Whitaker', 'character': 'Saw Gerrera (voice)', 'gender': 'Male'}, {'name': 'Phil LaMarr', 'character': 'Bail Organa (voice)', 'gender': 'Male'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Rex (voice)', 'gender': 'Male'}, {'name': 'Matthew Wood', 'character': 'Battle Droid Commander / Klik-Klak (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Forest Whitaker', 'Phil LaMarr', 'Keone Young', 'Dee Bradley Baker', 'Matthew Wood']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Saw Gerrera (voice)', 'Bail Organa (voice)', 'Commander Jun Sato (voice)', 'Rex (voice)', 'Battle Droid Commander / Klik-Klak (voice)']","The crew returns to Geonosis in search of a missing rebel team sent to investigate suspicious activity there, and are surprised by what they find.",,
270,Ghosts of Genosis: Part 1,TV,Rebels,3,12,0:24:00,,,1253948.0,60554.0,Ghosts of Geonosis (2),Star Wars Rebels,2017-01-07,7.9,3.95,"[{'name': 'Freddie Prinze Jr.', 'character': 'Kanan Jarrus (voice)', 'gender': 'Male'}, {'name': 'Taylor Gray', 'character': 'Ezra Bridger (voice)', 'gender': 'Male'}, {'name': 'Vanessa Marshall', 'character': 'Hera Syndulla (voice)', 'gender': 'Female'}, {'name': 'Tiya Sircar', 'character': 'Sabine Wren (voice)', 'gender': 'Female'}, {'name': 'Dave Filoni', 'character': ""C1-10P 'Chopper' (voice) (uncredited)"", 'gender': 'Male'}, {'name': 'Steve Blum', 'character': ""Garazeb 'Zeb' Orrelios (voice)"", 'gender': 'Male'}, {'name': 'Forest Whitaker', 'character': 'Saw Gerrera (voice)', 'gender': 'Male'}, {'name': 'Phil LaMarr', 'character': 'Bail Organa (voice)', 'gender': 'Male'}, {'name': 'Keone Young', 'character': 'Commander Jun Sato (voice)', 'gender': 'Male'}, {'name': 'Dee Bradley Baker', 'character': 'Rex (voice)', 'gender': 'Male'}, {'name': 'Leslie L. Miller', 'character': 'Captain Brunson (voice)', 'gender': 'Female'}, {'name': 'Matthew Wood', 'character': 'Klik-Klak (voice)', 'gender': 'Male'}]","['Freddie Prinze Jr.', 'Taylor Gray', 'Vanessa Marshall', 'Tiya Sircar', 'Dave Filoni', 'Steve Blum', 'Forest Whitaker', 'Phil LaMarr', 'Keone Young', 'Dee Bradley Baker', 'Leslie L. Miller', 'Matthew Wood']","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Kanan Jarrus (voice)', 'Ezra Bridger (voice)', 'Hera Syndulla (voice)', 'Sabine Wren (voice)', ""C1-10P 'Chopper' (voice) (uncredited)"", ""Garazeb 'Zeb' Orrelios (voice)"", 'Saw Gerrera (voice)', 'Bail Organa (voice)', 'Commander Jun Sato (voice)', 'Rex (voice)', 'Captain Brunson (voice)', 'Klik-Klak (voice)']","After finding a missing rebel team member, the Ghost crew discovers another surprise on Geonosis, and work to conceal it from Imperial Forces.",,
